"product_name","product_url","product_price","product_time_ended","product_number_of_bids","product_duration","product_end_time","product_bidders","product_feedback_name","product_feedback_url"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - NEW IN BOX","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-NEW-IN-BOX/402654267199?epid=9030594179&hash=item5dc010873f%3Ag%3ADIEAAOSw2qNf%7Ed6o&LH_Auction=1&LH_ItemCondition=1000","$361.00","Jan-26 08:01","11 bids","5 days","26 Jan 2021 at 7:59:02am PST","6","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=austellpawn&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - NEW IN BOX","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-NEW-IN-BOX/402654267199?epid=9030594179&hash=item5dc010873f%3Ag%3ADIEAAOSw2qNf%7Ed6o&LH_Auction=1&LH_ItemCondition=1000","$361.00","Jan-26 08:01","11 bids","5 days","26 Jan 2021 at 7:59:02am PST","6","100% positive feedback",""
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","User ID
codvaugh23 (
Feedback score
1)",""
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","User ID
codvaugh23 (
Feedback score
1)",""
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","User ID
codvaugh23","https://www.ebay.com/usr/codvaugh23"
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","User ID","https://www.ebay.com/usr/codvaugh23"
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","Feedback score
1","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=codvaugh23&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=codvaugh23&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"NEW UNOPENED Apple iPad Mini (5th Generation) 64GB, Wi-Fi, - Gold","https://www.ebay.com/itm/NEW-UNOPENED-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold/373432817625?epid=13030600264&hash=item56f25497d9%3Ag%3AWT4AAOSw1uZgBlEy&LH_Auction=1&LH_ItemCondition=1000","$366.00","Jan-25 19:36","11 bids","7 days","25 Jan 2021 at 7:36:13pm PST","8","100% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","User ID
mdsolo2011 (
Feedback score
36)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","User ID
mdsolo2011 (
Feedback score
36
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","User ID
mdsolo2011","https://www.ebay.com/usr/mdsolo2011"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","User ID","https://www.ebay.com/usr/mdsolo2011"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","Feedback score
36","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=mdsolo2011&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=mdsolo2011&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133645094237?epid=9030594179&hash=item1f1dde4d5d%3Ag%3A%7EjEAAOSw-i1gCz4G&LH_Auction=1&LH_ItemCondition=1000","$275.00","Jan-24 01:12","1 bid","5 days","24 Jan 2021 at 1:12:50am PST","1","100% positive feedback",""
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","User ID
chimec-92 (
Feedback score
30)",""
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","User ID
chimec-92 (
Feedback score
30
)",""
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","User ID
chimec-92","https://www.ebay.com/usr/chimec-92"
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","User ID","https://www.ebay.com/usr/chimec-92"
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","Feedback score
30","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=chimec-92&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=chimec-92&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"SEALED NEW Apple iPad Mini (5th Generation) 64GB, Wi-Fi, Gold A2133","https://www.ebay.com/itm/SEALED-NEW-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-Gold-A2133/203248144202?epid=13030600264&hash=item2f52888f4a%3Ag%3A6ZAAAOSwurxgAO-j&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-19 17:29","42 bids","5 days","17 Jan 2021 at 1:16:41pm PST","14","100% positive feedback",""
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","User ID
louglad0 (
Feedback score
1365)",""
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","User ID
louglad0 (
Feedback score
1365
)",""
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","User ID
louglad0","https://www.ebay.com/usr/louglad0"
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","User ID","https://www.ebay.com/usr/louglad0"
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","Feedback score
1365","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=louglad0&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=louglad0&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New Sealed iPad Mini (5th Gen) 64GB Wi-Fi Space Gray 7.9in MUQW2LL/A A2133 6429","https://www.ebay.com/itm/New-Sealed-iPad-Mini-5th-Gen-64GB-Wi-Fi-Space-Gray-7-9in-MUQW2LL-A-A2133-6429/363229554487?epid=9030594179&hash=item54922b2737%3Ag%3ArBgAAOSwcEVf4O0U&LH_Auction=1&LH_ItemCondition=1000","$340.00","Jan-18 17:00","17 bids","10 days","Retracted:","10","99.6% positive feedback",""
"iPad Mini LATEST (5th Generation) 64GB, Wi-Fi, 7.9in - Gold NEW SEALED! 6426","https://www.ebay.com/itm/iPad-Mini-LATEST-5th-Generation-64GB-Wi-Fi-7-9in-Gold-NEW-SEALED-6426/363229564890?epid=13030600264&hash=item54922b4fda%3Ag%3AdRYAAOSwct5f4PEk&LH_Auction=1&LH_ItemCondition=1000","$335.00","Jan-18 16:15","6 bids","10 days","18 Jan 2021 at 2:53:42pm PST","3","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray 6428","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-6428/363229556840?epid=9030594179&hash=item54922b3068%3Ag%3AdRUAAOSwzq5f4O6Z&LH_Auction=1&LH_ItemCondition=1000","$345.00","Jan-18 16:00","7 bids","10 days","18 Jan 2021 at 8:06:27am PST","4","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in, Space Gray, Factory Sealed!","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/114624194741?epid=2301649792&hash=item1ab02268b5%3Ag%3AflQAAOSwScBf-6hH&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-17 17:24","15 bids","7 days","Retracted:","8","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","User ID
tiffey (
Feedback score
602)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","User ID
tiffey (
Feedback score
602
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","User ID
tiffey","https://www.ebay.com/usr/tiffey"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","User ID","https://www.ebay.com/usr/tiffey"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","Feedback score
602","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=tiffey&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=tiffey&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","100% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi 4G (Unlocked), 7.9in - Gold","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-4G-Unlocked-7-9in-Gold/193845870401?epid=24030595035&hash=item2d221d3f41%3Ag%3A%7ERYAAOSwJTxf%7ENpp&LH_Auction=1&LH_ItemCondition=1000","$430.00","Jan-16 15:10","6 bids","5 days","16 Jan 2021 at 12:42:37pm PST","3","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102 (
Feedback score
1013)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102 (
Feedback score
1013
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102","https://www.ebay.com/usr/therion102"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID","https://www.ebay.com/usr/therion102"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","Feedback score
1013","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=therion102&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=therion102&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","99.3% positive feedback",""
